0	1	2	3	4	5	6	7	8	9
('yiLeQr0aRUIubTPw', 0.6148916808701741)	('9E4Zp3b9190yQ6RM', 0.6094747972123137)	('sKSHER7MRXchLdmv', 0.5918196883987132)	('kGGHyhyV9C5h0met', 0.5899348975763179)	('sFNZfc0JOjhFJXAJ', 0.587692792989481)	('yW7HaFbUjGvjhptq', 0.5859590312599624)	('SZlmZkstlWmFSqtc', 0.5848628780215791)	('CJGmkDemALVhhlWp', 0.5844946702396463)	('1TBoK8eQ9EG9TULK', 0.5811828614988055)	('2eKEeOfxNK4bxQp0', 0.5797543793034254)
('8GzlVkRojEB6Hj7x', 0.45140196511500064)	('rqxqgtvPhs4vINGa', 0.4301145544265625)	('lczXdinRbQyhIEad', 0.42988508387728214)	('CDWUcpb8rrqJpn9W', 0.4282350219987119)	('awAh4Mi8JoKeMJRB', 0.4025965512079523)	('MSsSZSiFyLNxaZO4', 0.4018117138157127)	('IvHhVfeLHHkXZkYy', 0.39997516592788784)	('w4SMK6Wnr3dqGotB', 0.39590898895979565)	('HPhvvFWThgnDS9Ow', 0.3910552575590705)	('V3wHabBVf5TURzpT', 0.38512905772739336)
('tMTAFV1bwys4S3wf', 0.4504946196640622)	('owgNTOp52BmoLWAr', 0.3933103826823396)	('nk2Yk9Y7iL1OkmrL', 0.3903784172184543)	('PKLqZNDO4sU37S7s', 0.38007957116395297)	('39KZDvCtGRZxLH15', 0.3798514823791414)	('MVziJgfwpY0KpTgb', 0.3619352113390818)	('B8otd5HQ0vn27sWQ', 0.35477914383697123)	('ILZwDeBWWOKmB5RL', 0.35472869632556076)	('OAt1S2yooIMQl1qN', 0.3510724727109397)	('aqk9E3NGwkOohKr4', 0.35067809627909446)
('UGSE5aV51CG4o64X', 0.7250215332042946)	('r9pC8dmwu4kuBr5q', 0.4840801677854085)	('wSb3Es3IgM2Tak7Q', 0.4391982602342746)	('i12M9m49sUH6RUtF', 0.431553837837058)	('2X8q9y8K8F0lVZX4', 0.4229488150006233)	('IC70veAhCXIpesFV', 0.4146891012717059)	('9DLQPzyy6jZyNZMm', 0.40875504125772416)	('fSpy94hQqWHSx6fv', 0.4037258371201124)	('OldgbF6bvtTEJOnC', 0.40225443968378977)	('E4v2qT6KWmzNohGV', 0.39958755224401254)
('c0oTPqvKZKkIyvkx', 0.42062689497976563)	('QGdgQboTXeD8gPcZ', 0.4097617799407324)	('OOCHZysC0BbrMxuG', 0.4091746298301798)	('o5D1rlazYd9bCBlI', 0.40317843712827317)	('Wcg7LhYoTvJtmsY4', 0.39979544772936815)	('YJBNDgD77MYOmKW4', 0.3996381882483508)	('d9gqQrTy6u3fml8j', 0.3944198429341801)	('Sr9QrzAZJU2niz5F', 0.3936420336899358)	('qduCOJrao2wN7Hs7', 0.3933520698844995)	('wv31PcNiaYRZjBo2', 0.3889462816140541)
('meMXtRJMnRgPV4Gt', 0.41873597491226455)	('COzfNSdJviZavR9J', 0.4039806140527352)	('rEJMvplDjqWI1cBm', 0.39600425124520683)	('zyzILCQvVeUFIINi', 0.394673644279061)	('3kJHvjAkOZkhJriQ', 0.3933346170494829)	('1BTGGLZkHXG7m2I5', 0.3912236085518417)	('AFn9WXVhVKJXnC6i', 0.39012098747193585)	('4nrsUbWopJfFRC87', 0.3891229505949021)	('kGGHyhyV9C5h0met', 0.3870318092957057)	('udCXr0H68WJcmHt0', 0.3870266963810321)
('Oar06jhnOEeM9ges', 0.4987039025017876)	('HC6CfbarKJOvaP47', 0.48979303954834186)	('2CJ1Jent15MZxXMP', 0.4882900428858605)	('02ZnlCGZEbkfCDxo', 0.4841509751307244)	('kVAqNushjm7xPaZz', 0.48245261792761196)	('9SwCdYIwySZFIZEQ', 0.4789634144728917)	('06WySIW5UDIHF2Ri', 0.46523260290982893)	('1q9FCk9oVeEUWgYb', 0.4627361817380467)	('0WjgTnhITQmzuoOc', 0.46054921771971047)	('mH2suhduIEa58xdJ', 0.45208845363314626)
('75O35BfxRDontLsT', 0.37416177257715943)	('wphv1U1ekjDB4WBE', 0.36636365193904974)	('yFJONyH8gTHh4twI', 0.34765988485715915)	('NiudqcEKB1pIADsL', 0.34472736354476186)	('PPWiMqFPJTLpFIaX', 0.33508088070013103)	('Bmaa3poAZVrAgBRC', 0.3253549791199515)	('gfz4Ncky87eiktvs', 0.32527540212848405)	('TTZ6nOkz6a3yO45h', 0.3210137071902026)	('ijR8bMV3mpWlpYcP', 0.31634411389164335)	('qdlSVIQHo7DIVTe5', 0.31119375239560404)
('6I4Yd9XMdwdbumsp', 0.6388625866498415)	('wuUoux0bgSjXaxrX', 0.6376507282676801)	('QLlSmNim9REpHtZn', 0.6231954356737063)	('UYnklBBToUS2b2yW', 0.6146045183387223)	('hFNplnKfNXorAgNV', 0.6087478995660612)	('2IZjV6srFH5YXkFr', 0.6084971416985334)	('0TanEa2QCnKAedsL', 0.6015487077857262)	('XnfPW7kGspnUiKjT', 0.5998654478446517)	('4r1IjzqHAOYQlgfS', 0.598877950679595)	('dS8OlnXdTl7atrar', 0.5933462591506344)
('yAnDRle4In4XlRfR', 0.6105288751654028)	('JgWAdb5K94ubNTs8', 0.5916216007632144)	('So9VkHvWUHr3xTko', 0.5605856198703555)	('PMYqcZBzklxtziH3', 0.5586473364840161)	('ZfaLwOqkxDjobnL3', 0.5577650819990487)	('nABbH6ffNti1x36i', 0.5572625021638328)	('1BTGGLZkHXG7m2I5', 0.5497198838949199)	('WIgaRTONCZJ8WFlL', 0.5477657646894829)	('dw8MlwMx4SR5yQ2i', 0.5409705554461345)	('IWOU9aDMsNBfngem', 0.5389104978279888)
('iWnmhvymna7WRdDS', 0.429081568832435)	('OaMOYAZMmouzUfEn', 0.4059587416022047)	('eEvpCRTIM0ch3r2Z', 0.3855455035875816)	('PqjX8Jm9lA7ogAe4', 0.3754364669831489)	('DyixMd9p8yG8rGn9', 0.37322793984584735)	('HNU7899zG5nzMtpn', 0.3725934263916666)	('639ytiX7sK6FFmWT', 0.36644460791555344)	('mWr638e6PKdR5Byc', 0.36378085849144093)	('GuH9cRalvkhXvmaZ', 0.3636571142652626)	('yD8iIBCmVrb6Jst9', 0.36181829755357603)
('ENFhYQZ1NLMxTg4N', 0.5334266005362248)	('PEAU81Ypg6l4kK3s', 0.5303409127247004)	('5tz9TpQKxhnBHxGQ', 0.5141567747827228)	('JFWPrDh8rnlAh8bG', 0.5138461906626504)	('yTrTVKDUiQOH1th1', 0.5125930091639874)	('pM5Hf0ucqHSGr3jp', 0.5095865760466042)	('aGGEjhjbsgZ2Q5fD', 0.5073061623863793)	('r2fBjTeVwQg7u427', 0.503996029649196)	('oahj33USrwBNIf7V', 0.5027737723634904)	('aQXggFPoMfftph16', 0.49968441328873003)
('fpspvnC1jELCCN1C', 0.6523263369245823)	('1JsRL3O4FexW31yz', 0.6295979441804576)	('3e0XQKMklZTueWyP', 0.6212778553855672)	('M8xN0FNj9Rao1Q8o', 0.6012212302761842)	('8fb1ajrRliRUQObL', 0.5994542614574059)	('sIdgM3ViUqhQmfy9', 0.5974095848600356)	('EWRmOOav95GYKxE2', 0.5965278151826807)	('iikufrfKJAAwTjFv', 0.5944559450408401)	('Rhat7DDYZUqxqozJ', 0.58838058890193)	('9UXJY75NJUJBsKPV', 0.5874798952883857)
('vH24ejuJAwTYfa0e', 0.41003030719420086)	('59SqMxwz7hiKgavN', 0.3873882253666585)	('FRVUbGb3gAWzOdlG', 0.38465071452019395)	('AHNwB8bLWjXJurv5', 0.3839012365048079)	('ENFhYQZ1NLMxTg4N', 0.37725045631332726)	('Xxtpr3xWO2fyLaKr', 0.3755751841637871)	('pM5Hf0ucqHSGr3jp', 0.37351471308206796)	('719ywCZeDUWyMb4Z', 0.3664526375988665)	('6Z9e44DMD4Il2ZkD', 0.36279300548045784)	('oFfqwvHz6rp0jRmZ', 0.35547061142204844)
('F2Y16LT156bwNxJP', 0.4145529665496637)	('jOEL85ImTTwtWGYP', 0.40648823460154654)	('7daweJ2rhM7Xf4AW', 0.3933655560822705)	('h6UVygOZUZmbO4gX', 0.38708058863055816)	('bI58LvIAEoNwwapT', 0.38698198534370004)	('o3Z55a2wdvE3s8ms', 0.38158664078195415)	('sg8sZZHqiIEY7D5S', 0.3761822464297484)	('FipfdKTiPkIugYMy', 0.37564803007259545)	('ChdbOBKkmP7BEha2', 0.36979565889558697)	('CNWm3JolLu6Mv0MM', 0.36947092984705854)
('kObtPNCEmcSyfTt6', 0.7447643383110284)	('6wuMDtSbhevNau8a', 0.7408653526647839)	('53mtA7rHOVa6LByt', 0.7391822260353761)	('GlCxKUq2124zirRO', 0.7351707156932894)	('LEsoWCESdo0w4Jpv', 0.7348617458509231)	('RK4xxzzuWIpgn88M', 0.7283009410483546)	('clRRL05YXjFbiR0o', 0.7247711751833292)	('zODMkQZR2uQ5hfNN', 0.7242015079715504)	('5EhorbjgWx6gQWck', 0.7238911642184025)	('2mc0BbRCeMPz5iU3', 0.7209800247762392)
('patue5C5C7NYenLA', 0.31201570551303265)	('1cKGmPvdSdGq8jg9', 0.30789399557252844)	('4XBlcmoIA0nOQ3tZ', 0.2944292435268694)	('w63puXmP8eWJJeQi', 0.28895287448236817)	('lsI7RpydtQbphAhh', 0.284251022757843)	('Lyrnxwe2GGwcKebH', 0.28096981357816014)	('mSkmd9yspk3hECv3', 0.28052855818811745)	('J7mWO4HVxxg1FPoB', 0.2802001675127481)	('mjBqNBFLspc3FCtE', 0.27535454236446855)	('8imJokmAzphbZ4Xh', 0.27234224838066234)
('S3NdaHmajGD5XcMf', 0.461208724803536)	('ZicUK6w7WI8JXiUZ', 0.4240847476582508)	('K7KI59z1bCESszKH', 0.4232194950511852)	('PCXdhzXDdpUdj2xj', 0.4223958900132493)	('ZfaLwOqkxDjobnL3', 0.40924476599390697)	('WIgaRTONCZJ8WFlL', 0.4074690041493923)	('jJv36zvPl85wSi5a', 0.40637270298927985)	('2Kcdqzsv695sXQ1J', 0.40189741669060364)	('wx8nPbuwNRq1neoM', 0.39909161364261275)	('JgWAdb5K94ubNTs8', 0.39746053058745096)
('uzc0Dxua4GvwTE6h', 0.3729552586978621)	('A4LsycXjZwRoZ8aS', 0.3717640214767976)	('30s9OOAoJHxTkOEs', 0.36868714144558734)	('q2XKtmz04VRmQza8', 0.36716731097356325)	('Gh4XHTuCdfXt0kB7', 0.3611234872422111)	('7jWdVCffEu28450I', 0.3599656514945495)	('QyefqtHAJ3HU9vBZ', 0.35452305225367176)	('v6DUbIyHS2035Bwb', 0.3528141955000433)	('vgstg0reCRSFy577', 0.3527949332636775)	('zcRqATRcssHILwXO', 0.3491022600849156)
('gzBilUKgHBLjK0Hi', 0.7117319624286782)	('FFtQyoUyiRXOMzSY', 0.705079313149238)	('kObtPNCEmcSyfTt6', 0.7033133463106302)	('uBsNLypOvAi09xif', 0.6989567392614977)	('5EhorbjgWx6gQWck', 0.692140180604637)	('SzBZuEDukwCG1Oxu', 0.6919986440263437)	('tfYC5coGJHVVq041', 0.6906535724657924)	('6wuMDtSbhevNau8a', 0.6895535551358066)	('p4TP9oBnIoAIiFtw', 0.6870927084608404)	('olw9C9zcBP0ySovw', 0.6866118627824483)
('tB6LI8W0rHvR1YJG', 0.5321850271538666)	('jqJ6fX2IHOadB1hR', 0.5063422348859079)	('S0LiVPKgj3AdOgiu', 0.47939672959282953)	('zeoIIrQqqA7dMJ7s', 0.4777712808065464)	('2WxqYjCRRfIYHt42', 0.4764946952908406)	('6AE58TT4YyF4Y4oT', 0.4631267794441274)	('qRIRPx0dg78ioWxl', 0.46245748039443835)	('UXo3hur2qjBuE8oe', 0.46055982853159116)	('IHsW6UmhOf5b6jqQ', 0.4586053485230948)	('UOhSfvV94b8cLoDy', 0.457458036092208)
('QfUglc6m1JIYhXRH', 0.4605044920626094)	('gVFyXk2DZflzddkm', 0.4231311223135565)	('GQEMVg0MZ4lgycry', 0.4171585175076824)	('qvmK7CcflfnPiGFP', 0.41104551014052504)	('f1QmRlaMUbnY0Q0p', 0.3835342662144524)	('a3jE1T4CmqP4ZTf6', 0.36335092610313213)	('QPUaa2orGuoeXzwk', 0.35235011366599767)	('H5k2E6IhGaUcoTqK', 0.3501154628519498)	('sOk5gN9NdnlGisfD', 0.34616677978908467)	('CVoFBIHDFMcFEubL', 0.33330527136645316)
('COzfNSdJviZavR9J', 0.5246377438963907)	('fjsQ3dViuKbmTRrd', 0.5004431232845737)	('ijT1kA59nzg3s72V', 0.49378638245730183)	('HNU7899zG5nzMtpn', 0.49144456330047465)	('FYbi5F6qvTpd7mZm', 0.4795718595265668)	('gfdRzL0b7AEnGbW2', 0.47586112728803515)	('2PGRMLWedIL3POUd', 0.46779046927031087)	('qHpilVpRumptQjJi', 0.4648432231014473)	('EyTN7l34CK2aBbxJ', 0.4635723695207743)	('RvX3idQUkWxSLQ5S', 0.4602532570826474)
('z0VJMGguK430kKKN', 0.5892095887812636)	('WPBnYMX154X0DMFF', 0.5211067751919747)	('uVz7uls8NduSQdDg', 0.516403919319545)	('ChRAns38PB6eqzrK', 0.5092392828270118)	('2YMhCsXXNlDpuuGU', 0.5041584271358256)	('1HNbB2jYOPVyrBwZ', 0.5031665164340191)	('afQkveKah3WqcYAt', 0.5027632347415029)	('8dcG2m2GyFqIgDtF', 0.4974509567779666)	('I1AW2OYx0QyxSToh', 0.4925286345661464)	('1kVUK25G6CXtoSew', 0.4922328262862893)
('I4BXiPdZKgHy8TQR', 0.653730188940341)	('mgjDCaqqLfxz1070', 0.651974646621403)	('UYnklBBToUS2b2yW', 0.6425478491301438)	('Jhppol79SR16qvAY', 0.6407821796737493)	('Wi5VoAGKfSo81Gio', 0.6381153008428895)	('YYRldwLD7DjPA2nw', 0.6354317412271759)	('zYLPylpOxSkbP3dS', 0.6302109006794961)	('knRIa5tWsfTo7RaB', 0.6271026657268234)	('SxAc4YP417HvkkMf', 0.6175489823915384)	('QlzNEq6PotxwzssI', 0.6162078572158166)
('ArC63PvPQ5dSThIG', 0.36786780216503895)	('9dR76x7IWzsqBJ2z', 0.29635469980157175)	('gB4s1l5AhO7gJKQu', 0.28883405117857175)	('rExcqzEU4MTlkBiK', 0.28659151805733857)	('w5y1THbmbvzzBRBs', 0.2791651986632619)	('n02RumMUuEhA8ovH', 0.2750653647501159)	('n76jFfoCtgmPuPEB', 0.2698598356088173)	('NXtUMqS9c89qN5xT', 0.2660607617679716)	('dLM9a1tp4jM0ev1w', 0.26048443121786685)	('Urc71dvcvg5tcbYc', 0.2567532919150955)
('4NyMsdTfS1vA1Nsz', 0.7577914981281466)	('hYDBUkFGT8axnXGa', 0.7060276409452401)	('jWoPLkSAzoccD2TE', 0.6211339689454939)	('S90pj3JMf1xtdODU', 0.6086650857424644)	('Sh3b1hJv0MmibHbi', 0.598279752057186)	('gjKRCenqO9F0nM5B', 0.5783880365887892)	('aui0FvvvRh0v0xSG', 0.5731376706318149)	('BRiCpmqhEUonpU82', 0.5610091322956083)	('oVEAY0PGCuS253m7', 0.5505058121895693)	('NvSWjeH3geJJhq35', 0.5486976428404493)
('1zs9IEIPaBcdNXbN', 0.4527972224265776)	('qACWU6Cb5vOeeBkn', 0.4491996496634864)	('R8UVAYKr0NGsjuKV', 0.4461958628899579)	('XNHnWBoOO7rVNYjw', 0.4265832229693807)	('5SLhbjsCaAAdMGFG', 0.42171929180913736)	('ykA9xUPdjN6jayrF', 0.4153533233156978)	('9HBg3AXFz54KZVC3', 0.41343125273293446)	('MxyIlGvbvQxTDKIL', 0.4071411438788415)	('h8RCkWOfYJQNTHEt', 0.40049887322949973)	('b15nkmpmStC43Yr8', 0.396711687976847)
('CCP8zIK9PsURC8VV', 0.6468144681460273)	('sYZ97QHa7yDlfuME', 0.6168850970451553)	('L76yXbX4hMnIwhiE', 0.6161321129721506)	('Iu8G75bCsdyXIiIe', 0.6138088355581448)	('fV9BmTl22n3hunyh', 0.6059876933931263)	('Lb1aD3FfXFY3wdOC', 0.6050143343079895)	('0ZLbSoXXsKlXYZ7a', 0.6034693569091663)	('68x5eRBGjbyhU4Ji', 0.5999529599599198)	('eyJANYgffN1L2zlu', 0.5918808325986096)	('jR21UT5IJF7I5dq9', 0.5817968850475836)
('Fu8UwyrZ1iw2EmPZ', 0.6857210201096631)	('0Vbfs25K0D6Yuq5T', 0.6680853113466695)	('3zunVGLsZK0jdx8C', 0.6624019276197403)	('9DLQPzyy6jZyNZMm', 0.6599683755785913)	('EC3jg1iDL6Q8cvcP', 0.6564404373608619)	('TtQFvHNCmJe9ldjA', 0.6525225918133777)	('UJPwK6tlMrb4VPBG', 0.6524394590053311)	('4BrKNjebum035Xqa', 0.6518956859058921)	('B1lyywM06zQO9aC3', 0.6461606577630519)	('qLJ1SjefOj7dg4Zk', 0.6460531442454684)
('mAMI9CMn96Gr4hrT', 0.5860542637023987)	('5gJNDChPPy56VTcS', 0.5320703422223428)	('16jxfd07xBklQSCr', 0.5106766879229009)	('VcF5x1nfR6x7LVg9', 0.5084169607514233)	('PzjMLoz4uryikjBF', 0.5056466851814616)	('9Z6Y5H0kW7IF1Vek', 0.5038338785764503)	('2YMhCsXXNlDpuuGU', 0.49972772760149436)	('ISNATR0AI3EGe2a8', 0.4968204672083129)	('36bH1xyw3L0z9Tzo', 0.4865635873335746)	('yQsyFSYtG7hkGdk7', 0.4830417622721391)
('3nPn3n2vAGS8bhzp', 0.6018003751612395)	('RK4xxzzuWIpgn88M', 0.5914671704266511)	('80P9k7mawKhBRHbJ', 0.590618839547896)	('Z4kKoPbOfUargtN5', 0.5834612741845606)	('kObtPNCEmcSyfTt6', 0.5810427780612604)	('Tx6KG4X6fEheS8o4', 0.573974198759591)	('n3J10IFEGSmdS2la', 0.5718531997064172)	('VCvtBlp2JaXDoHYJ', 0.5688841080336584)	('87lyKdVukdkdtFoC', 0.562631293040586)	('LEsoWCESdo0w4Jpv', 0.5617174930987799)
('zqglVIowjob0jRtl', 0.5635457921599518)	('rDGwk4sPntHOWox9', 0.5065594102853529)	('GRlCQYNd17jNgAtf', 0.4860113385923111)	('IBGayRZ1KqrZhMhg', 0.4789903988094892)	('KxmnjxQO27BpFmNl', 0.47338152176047144)	('su2dj3wvaEiD2dQl', 0.46032333383654295)	('i6eRQgNB2UlIVUSw', 0.4535309997099729)	('zJrLudtjuoTngLd0', 0.4495715897276059)	('cVZd1wCtRYIqRnaV', 0.44370924970345643)	('nmQ1zIqsGoMiiyBq', 0.4406660414135079)
('cviZt5CCr2Nwy0tU', 0.5354739098200272)	('mOCq6YBMcFDCYEPD', 0.5202994686627912)	('rqSDt9FRXNgVaZAX', 0.508098424514957)	('h1oQnNuA5DNWYzPS', 0.4788381448619272)	('akpfejkAf7W9l0eO', 0.4754475898062661)	('nY793S0Nmnw3WVah', 0.473962122212063)	('XaxI1bIjlYb8Te7j', 0.4737129896376076)	('jSmz2UywO1uQWobf', 0.47101225141078246)	('bT75PhG3NdF7PZ1W', 0.4685536040021734)	('YkL4t56PdbuX7rjh', 0.46833671573495295)
('eyJANYgffN1L2zlu', 0.5148797998780572)	('sYZ97QHa7yDlfuME', 0.5092738099887575)	('2sPhTCourKP3kNBG', 0.5069391110521643)	('bUFaJKTTLcvigHZP', 0.5061172340898296)	('Gvab8XyUte35lD6P', 0.4990306274917993)	('NynHPW5MWtrjK1lY', 0.48929783582631003)	('FazIOZxQqINAZlfv', 0.48063628644740175)	('NPsqSw5iEXrQwDl1', 0.47919584135118787)	('AV8exd33gKqQzt0p', 0.4738720893124018)	('L76yXbX4hMnIwhiE', 0.47344654305667383)
('FFtQyoUyiRXOMzSY', 0.5850886384174101)	('hbE1l46mtXoB2Lac', 0.5836536157545942)	('LEsoWCESdo0w4Jpv', 0.5783087858258844)	('L7gVYvcJZULscf9R', 0.5751050410026004)	('aGGEjhjbsgZ2Q5fD', 0.569018346745969)	('NcJM6LYjo623WZNd', 0.568577949892255)	('xcWYLAbgy0udCFmC', 0.5675672514863208)	('sKSHER7MRXchLdmv', 0.566073930781916)	('n3J10IFEGSmdS2la', 0.5637647144819656)	('u2sh1718A58EyVQ7', 0.5627028702666604)
('JIDFnCIilxuRyLOP', 0.6111037409598756)	('vW9Zb7zXNDDizoDw', 0.6050251427613735)	('639ytiX7sK6FFmWT', 0.5863542421984007)	('92diTSFMvFEp1c0g', 0.5629791636426775)	('ArVbMhdVJjWTq8zL', 0.5597359801395221)	('iCJ48pYSeCRohDrJ', 0.5574463364297603)	('2Qc6071xvfhWH2T2', 0.554050657954525)	('LablCR5pL7cshkQa', 0.5516233962583993)	('9g5AsYKh7DgGvBPo', 0.5514426198000248)	('dq2AgN5P9I7f9X3z', 0.5397612736118864)
('oQ2sE8B1HV3oip4D', 0.40474338427483453)	('VVmGTq2rlNla7Lz4', 0.40223023683391085)	('0OuXKk7qlgvo6egK', 0.39945859804228834)	('yJ2v595XXww3N4Ua', 0.3976404630082136)	('2K1SfANKQR6RJHNN', 0.3684387495080713)	('svzZTDaQPsbtQCHm', 0.36230284609070906)	('mztrw5nXNL9Qwo8O', 0.35901192353957645)	('76qenAf8gYlH4pfq', 0.3540100554447411)	('gX0rgtPnKPOD9qhT', 0.35245914477801055)	('BMaWLcICJh1Pj236', 0.3478687668734751)
('sdK4PIwuXgP8av8U', 0.503056533277459)	('5Og0O7jJFSiv8vOS', 0.46921000888560455)	('HRU3xfx9MdqpmuDN', 0.45484758869929953)	('3Xc8jB7bLI0gyjSH', 0.4541860243608011)	('5kpARud90NdKsnQi', 0.4384574951493469)	('bVZQ4Q8vOBnDgq2u', 0.43427977191529427)	('REibdfIo5AYBPuiM', 0.4313028379814532)	('rXVqXdQYSGUWcTD0', 0.4305533079204155)	('qACWU6Cb5vOeeBkn', 0.4261414932368635)	('XFHsDXxIXN7gvNDb', 0.4250588650885886)
('9r7G6VrbgTfZledH', 0.3470251745072922)	('MVziJgfwpY0KpTgb', 0.33772411406558156)	('JmUsPmSi21UnjatB', 0.31729380299116744)	('d3aQlD9eyXSIDM3p', 0.31534632406838375)	('aTsbpksug9vaBIMA', 0.3136644434104078)	('QfTyIT2mjY49GTCI', 0.31349507626966366)	('AUVRoXWS4tLVv4sp', 0.3125129724528987)	('XNHnWBoOO7rVNYjw', 0.3119360237475409)	('qACWU6Cb5vOeeBkn', 0.3116824957960464)	('iJptF9CGibeMr8Hi', 0.3065067268110262)
('GGiAIlRpnozeSkfe', 0.4626382071702579)	('xY3OHMENRBWvF4dF', 0.4586960251611462)	('eM8K5aCWgfvVINF7', 0.4402612514720338)	('qACWU6Cb5vOeeBkn', 0.43972970683865964)	('1zvDQm3OpfkzIgMM', 0.439694463111566)	('l1XlZd8wo4IO5fn5', 0.4382567890364783)	('UneJ100Xc5sRBctQ', 0.43731429875253625)	('3NyBdzSH2FNfF6i9', 0.43600726118961763)	('mlRU0g4WnCiiok60', 0.43143059615451723)	('IWFocO8KX6B7trre', 0.4265114358186751)
('V72htJq87MxbzZhd', 0.44715299805944875)	('oKNu3wmU88In3Mm3', 0.4128943109503469)	('6urvk94d6y3xZpvq', 0.4088344827699642)	('XhMbZeGuHJrd7GPE', 0.4075151775763958)	('2eREUs8hwNGjulGn', 0.4019624280973354)	('vRsKRiVWV6ejPQRP', 0.4004637349252861)	('txqWKZVHf2RucEeY', 0.3948173231879131)	('9Z6Y5H0kW7IF1Vek', 0.39259727188041355)	('0Wc7JGEjjUDM4vp2', 0.39254908860744026)	('5A6XJQojTSx3OYqw', 0.38841707754879967)
('9UXJY75NJUJBsKPV', 0.6204689000692782)	('3shVYEPlNUCRIuSM', 0.6146779336469187)	('adSTXeHaGq9IJonk', 0.6131833845221742)	('3rmHRodVfhHkzFYy', 0.6066138969065249)	('6AYff4IFMcQeMFHi', 0.5943755132702917)	('x7VJwzSyRISBpAQi', 0.5931166954265823)	('DKoaxlwQEKc4lELm', 0.5900216950048279)	('ApPrMyiUYs5TyCuj', 0.5877341683115289)	('8fb1ajrRliRUQObL', 0.5841324966729142)	('LivaZ25x4zX2XEu7', 0.5793266905993589)
('57hhYSWbdr5US8in', 0.44165735191281363)	('3vbtwqhpTpQXYKs5', 0.43503901409483847)	('8y5GVBt5FnpVKiI7', 0.42738758029507923)	('8ENlnKxaUi8GVC1s', 0.41933671675366424)	('mlRU0g4WnCiiok60', 0.4174606621469984)	('79WRogbJa7SDsiqX', 0.38813790810643717)	('6jHyUqmN70v8qKrH', 0.38629620644789175)	('Xnrqj9qzUNzw6WEP', 0.3861116038336539)	('vKbfimgfMQtFkCFg', 0.37542961321041435)	('LxQu9ZgJ7CCIH8pF', 0.3743116608848065)
('4r1IjzqHAOYQlgfS', 0.7149297794157744)	('CfCJl3HWjZCvaTv3', 0.6987003694999838)	('Lfz6ZdxizZyKdGzS', 0.6973708460906173)	('i0DM2DOvbmy6zrnM', 0.6950249617475762)	('SapKhbn1GGlJKlWI', 0.6878970788403456)	('SxAc4YP417HvkkMf', 0.6855416412378568)	('LivaZ25x4zX2XEu7', 0.6822903369242238)	('2H91WLAd7ZZJvAiw', 0.6817180897250156)	('Bskczhcw4h2DANQt', 0.6810748107583227)	('OhWRgLF4BsakSnXl', 0.6761507661514976)
('iYvmwsqhBPJj3VqC', 0.35105811649859886)	('LU9pfbzRxoXmlpQI', 0.3284800464823122)	('Nblp573S43B1TMzx', 0.326993838982345)	('8dcG2m2GyFqIgDtF', 0.3116501533904194)	('9TdtrIMDIgRuz776', 0.3110641753781183)	('oEbVDhAjqCWtWy7C', 0.3091709873069543)	('dKuAeKggDqmR3ccw', 0.30819912608415534)	('b9G2PNb7goUk0T0o', 0.3025360384175068)	('LiDbDQQh8XYTHZ3m', 0.30184495621155566)	('oRU3mzhGkqNswVIi', 0.30178290970174776)
('VTiQufVGka4dXkST', 0.7711764126591705)	('hbE1l46mtXoB2Lac', 0.7514689806642667)	('aGGEjhjbsgZ2Q5fD', 0.7502725621078645)	('ooopTtHdA0AqT9jY', 0.7489803090402781)	('UyBL6ljjfJStcyNA', 0.7425207357152248)	('l0kiEsrJ9r6DXSx3', 0.7394645981477379)	('bMTjmxX2psrPeSyv', 0.7385216618239809)	('d6hSPGsvbBx2mcPR', 0.7358707715224692)	('syqwpHcKpSeNJSUI', 0.733989859530842)	('n3J10IFEGSmdS2la', 0.729155663364758)
('4jfA6hYpLJgLanGk', 0.3853011493820716)	('rbgD4dMcYSMZXpkJ', 0.37961207578150147)	('mWr638e6PKdR5Byc', 0.37916747836515124)	('OIVkRwA7EgcS0tZp', 0.37715375909491405)	('eEvpCRTIM0ch3r2Z', 0.35470649750663874)	('fioC0far8ppA5yjN', 0.3520568408233843)	('N6wa7wFwyFz7tA9i', 0.3506843451391287)	('Q8Rc9YWCpYnVtPIa', 0.3452579893210274)	('0ZLbSoXXsKlXYZ7a', 0.34175419354663195)	('KEHXZ0lSyQ3Pe9u7', 0.3413539536941844)
('H9W4aMDnrnAbCyLu', 0.3637537502790694)	('M4NRqxtVGNbNLBab', 0.3442889631044984)	('ksziW8IQD3GYKkcA', 0.34282552445258985)	('EyTN7l34CK2aBbxJ', 0.3426144753589458)	('tdt9EFaqLekRv6ZV', 0.34210039001515935)	('k4UnduvYeRQSqlXR', 0.3345097702639599)	('vgstg0reCRSFy577', 0.3295136311495952)	('PhBMPr4TKI199CB0', 0.3275767219960909)	('o33adzkUn31UEAtO', 0.31959523258358036)	('1oO29RDo0cdUTIdu', 0.31930202184023093)
